feat0,feat1,feat2,feat3,feat4,feat5,feat6,feat7,feat8,feat9,feat10,feat11,feat12,feat13,feat14,feat15,feat16,feat17,feat18,feat19,feat20,feat21,feat22,feat23,feat24,feat25,feat26,feat27,feat28,feat29,feat30,feat31,feat32,feat33,feat34,feat35,feat36,feat37,feat38,feat39,feat40,feat41,feat42,feat43,feat44,feat45,feat46,feat47,feat48,feat49,feat50,feat51,feat52,feat53,feat54,feat55,feat56,feat57,feat58,feat59,feat60,feat61,feat62,filename,label
0.2418393194675445,0.9459322690963744,7.105573907040252e-09,0.2699550986289978,0.835036039352417,0.0092555461451411,0.3217247724533081,0.7105145454406738,-0.0274354554712772,0.3419966101646423,0.6117128729820251,-0.063597060739994,0.3347378969192505,0.5240854024887085,-0.0951413065195083,0.3137804865837097,0.7329363822937012,-0.1151875182986259,0.449922651052475,0.7496152520179749,-0.1502700746059417,0.4232032597064972,0.7770209312438965,-0.1455913335084915,0.378924548625946,0.7804214954376221,-0.1428866684436798,0.3034303486347198,0.8169183135032654,-0.1448382288217544,0.4652996957302093,0.8390400409698486,-0.1832870543003082,0.4263723492622375,0.856078565120697,-0.1584421247243881,0.3775188028812408,0.8481346368789673,-0.1420208364725113,0.3016048669815063,0.9029529094696044,-0.1644152700901031,0.4514856040477752,0.9125295281410216,-0.1806754618883133,0.4097742140293121,0.9262544512748718,-0.1289142668247223,0.3576105237007141,0.9137146472930908,-0.0968563184142112,0.3063124418258667,0.9808606505393982,-0.1833371371030807,0.4257631003856659,0.9866262674331664,-0.1839275807142257,0.3926698565483093,0.9977437257766724,-0.1452004015445709,0.346904456615448,0.9902766942977904,-0.1184338852763176,data/gesture1/6.jpg,1
0.1703418940305709,0.9610321521759032,1.6780987266429293e-08,0.2123345881700515,0.8606681823730469,-0.0024606483057141,0.2694927752017975,0.7264314889907837,-0.048430435359478,0.2863318920135498,0.6144567728042603,-0.0929102748632431,0.2709101140499115,0.5127372741699219,-0.1333037316799163,0.2401619106531143,0.7483438849449158,-0.1398527026176452,0.3699900805950165,0.7640179991722107,-0.1818556636571884,0.342588871717453,0.7922659516334534,-0.1783169060945511,0.2955317795276642,0.7901139855384827,-0.1758721470832824,0.2149057984352111,0.8354875445365906,-0.168260708451271,0.3660815060138702,0.857121467590332,-0.2155190557241439,0.334509015083313,0.8694174289703369,-0.1922563314437866,0.2785643339157104,0.8666808605194092,-0.1758874952793121,0.2057904154062271,0.928259551525116,-0.1865766197443008,0.348186731338501,0.92985200881958,-0.2148542553186416,0.3187759518623352,0.9436241388320924,-0.1642314493656158,0.2684216499328613,0.9333326816558838,-0.13080395758152,0.206680342555046,1.013774871826172,-0.2050555944442749,0.3256675899028778,1.0077916383743286,-0.2166633754968643,0.3051076531410217,1.0174487829208374,-0.1793085485696792,0.2603319585323334,1.0106710195541382,-0.1523054242134094,data/gesture1/7.jpg,1
0.1281469464302063,1.0001232624053955,1.0594343180514444e-08,0.1793171614408493,0.8839330077171326,0.0160360448062419,0.2445808351039886,0.7353037595748901,-0.025992190465331,0.2651965022087097,0.6148231029510498,-0.0702978670597076,0.2526921927928924,0.511165201663971,-0.1098918542265892,0.2080664634704589,0.7495543360710144,-0.1309213191270828,0.3595856428146362,0.7625274062156677,-0.1685794442892074,0.335297018289566,0.8012339472770691,-0.1594890654087066,0.2897781431674957,0.8033307194709778,-0.1546921133995056,0.1903441101312637,0.8445589542388916,-0.1706796735525131,0.3673893809318542,0.855903685092926,-0.211358904838562,0.3297666311264038,0.8839695453643799,-0.1767163127660751,0.2749658524990082,0.8851132392883301,-0.1545728743076324,0.1860745549201965,0.9418225288391112,-0.1985059827566146,0.3489257097244262,0.9380707740783693,-0.2164279669523239,0.3132309317588806,0.9643445014953612,-0.1510763317346573,0.2610524594783783,0.9639028310775756,-0.1109059602022171,0.1909728497266769,1.030482530593872,-0.2258534431457519,0.3187071084976196,1.024768352508545,-0.2254219502210617,0.2927646338939667,1.0466877222061155,-0.1764365583658218,0.2497660517692566,1.053249478340149,-0.1433416903018951,data/gesture1/8.jpg,1
0.1166047602891922,1.018925666809082,7.0939334406716625e-09,0.1740158796310424,0.8966529965400696,0.022844398394227,0.2381511330604553,0.7404453158378601,-0.0187701880931854,0.2580020427703857,0.6178895235061646,-0.0653275176882743,0.2494163811206817,0.5125483274459839,-0.1070869490504264,0.2054622769355774,0.7477200031280518,-0.1224298700690269,0.3566091060638428,0.7580816149711609,-0.1591305434703827,0.3327034413814544,0.80361407995224,-0.1497896462678909,0.2866306900978088,0.8091624975204468,-0.1447879523038864,0.189233660697937,0.8379978537559509,-0.1661001443862915,0.3619985580444336,0.8467409014701843,-0.2077342271804809,0.3259535431861877,0.878645658493042,-0.1741676032543182,0.271313726902008,0.8840751647949219,-0.1519882827997207,0.1853913217782974,0.9338971376419068,-0.1973849982023239,0.3449327945709228,0.9309937953948976,-0.2135701030492782,0.3096844851970672,0.964081346988678,-0.1466181874275207,0.2578988373279571,0.9689757823944092,-0.1053872406482696,0.1906018853187561,1.02391254901886,-0.2281230837106704,0.3170807361602783,1.0171610116958618,-0.2225501835346222,0.2896221578121185,1.0440666675567627,-0.1704600751399994,0.2460373640060424,1.0564662218093872,-0.1358514279127121,data/gesture1/9.jpg,1
0.1010614484548568,1.1041686534881592,1.7319765177603585e-08,0.1382775455713272,0.9639126658439636,0.025199569761753,0.1827163994312286,0.7943283915519714,-0.0155572369694709,0.1970243901014328,0.6622952222824097,-0.0634765103459358,0.1861205697059631,0.5400755405426025,-0.1064544022083282,0.1329630017280578,0.7691034078598022,-0.1076488122344017,0.2677815854549408,0.7685604691505432,-0.1535983979701995,0.2502727508544922,0.8283530473709106,-0.1498324871063232,0.2059438228607177,0.8446915149688721,-0.1470693945884704,0.1211143732070922,0.8562862873077393,-0.156279444694519,0.2862026393413543,0.8413566946983337,-0.214131623506546,0.2578545808792114,0.893639862537384,-0.189830332994461,0.2032813280820846,0.8998804688453674,-0.1684271097183227,0.1249045133590698,0.9499141573905944,-0.1950259506702423,0.2750782370567322,0.9186437129974364,-0.2298636585474014,0.2476442456245422,0.9668129086494446,-0.1701860427856445,0.1963255703449249,0.9715190529823304,-0.1281764209270477,0.138873741030693,1.0400419235229492,-0.2326496690511703,0.2485358417034149,1.0163466930389404,-0.2408086657524109,0.2255240678787231,1.0485328435897827,-0.1938629746437072,0.1829043179750442,1.0534404516220093,-0.1598608046770095,data/gesture1/10.jpg,1
0.2970850467681885,1.0247259140014648,-1.6048600226525876e-09,0.3750453293323517,0.9462631940841676,-0.0076017654500901,0.4249498248100281,0.8506569862365723,-0.0337032750248909,0.4590868949890136,0.7734969854354858,-0.0594501718878746,0.4970692992210388,0.6990846991539001,-0.0855183526873588,0.3365988135337829,0.7749515175819397,-0.083973042666912,0.4354767799377441,0.7866225242614746,-0.1127584874629974,0.4932988882064819,0.8559444546699524,-0.1219391301274299,0.5243096351623535,0.9051499962806702,-0.1314830332994461,0.2997162342071533,0.8144118785858154,-0.1025048792362213,0.4227660000324249,0.8445219993591309,-0.1399224698543548,0.4831700921058655,0.912600874900818,-0.1451612114906311,0.5126475095748901,0.9629969596862792,-0.1546294689178466,0.2779330611228943,0.8744335770606995,-0.1153158619999885,0.3973273932933807,0.903995156288147,-0.1453418135643005,0.4542841911315918,0.9568448066711426,-0.1422215700149536,0.4836328029632568,0.9933327436447144,-0.14498932659626,0.2685836553573608,0.9401185512542723,-0.1283724457025528,0.3576988577842712,0.9672622680664062,-0.1520601361989975,0.4005380868911743,0.9943471550941468,-0.1524606496095657,0.4225547909736633,1.0124921798706057,-0.1548534035682678,data/gesture1/11.jpg,1
0.313393086194992,0.9949433207511902,-8.722629729618347e-09,0.3754938244819641,0.9064677357673644,-0.0042021004483103,0.4187697470188141,0.8083983063697815,-0.0386804305016994,0.4519352316856384,0.7358130812644958,-0.0720442309975624,0.4791304469108581,0.6675773859024048,-0.1034227237105369,0.3323721587657928,0.7488777041435242,-0.1077737361192703,0.4397567510604858,0.7886569499969482,-0.1465160995721817,0.4872241616249084,0.8534097075462341,-0.1539822965860366,0.5045930743217468,0.8903223872184753,-0.1598966121673584,0.2998076975345611,0.8116794228553772,-0.1309000253677368,0.4324963688850403,0.8491098284721375,-0.1759664863348007,0.4776049256324768,0.9139558672904968,-0.1654600799083709,0.489405870437622,0.9504956603050232,-0.1604247242212295,0.2824551165103912,0.8875726461410522,-0.1474201828241348,0.4121008217334747,0.9162694215774536,-0.177691251039505,0.4494429528713226,0.9682730436325072,-0.1463401317596435,0.45372074842453,0.9973265528678894,-0.1273216009140014,0.2778831422328949,0.9634813666343688,-0.1641936004161834,0.3784830272197723,0.9767701029777528,-0.1806583106517791,0.4115062057971954,1.005776286125183,-0.1599177867174148,0.415469229221344,1.0234118700027466,-0.1452726125717163,data/gesture1/12.jpg,1
0.3483420014381408,0.9756179451942444,-5.934239766247629e-09,0.4008358716964721,0.8832805156707764,-0.0072427811101078,0.4264408349990845,0.7773988246917725,-0.0402489900588989,0.4449841678142547,0.6976454257965088,-0.072369635105133,0.4649728238582611,0.6249226331710815,-0.1021994203329086,0.3295923471450805,0.7254127860069275,-0.0957409441471099,0.4393292367458343,0.7554540634155273,-0.1340599060058593,0.482740581035614,0.8183494210243225,-0.1407367587089538,0.4926384091377258,0.8564348220825195,-0.1462308466434478,0.3010172545909881,0.7847912907600403,-0.1187763959169387,0.4359281361103058,0.813809335231781,-0.1662805825471878,0.4715244770050049,0.8812862634658813,-0.1567420959472656,0.4703100323677063,0.9140167236328124,-0.1506185531616211,0.2893134951591491,0.8573947548866272,-0.1366817057132721,0.420328825712204,0.8773932456970215,-0.171953022480011,0.4464843869209289,0.9307159185409546,-0.1418778151273727,0.4368287920951843,0.9537567496299744,-0.121587298810482,0.2887938320636749,0.932957887649536,-0.1553116142749786,0.3903249204158783,0.9376199841499328,-0.1753887832164764,0.4153813123703003,0.9674695134162904,-0.1558131277561187,0.4068700075149536,0.9799963235855104,-0.1406304985284805,data/gesture1/13.jpg,1
0.3543345630168915,0.9675492644309998,-4.5188817132668654e-09,0.4044592082500458,0.8573631644248962,-0.0041054827161133,0.4244033694267273,0.742419958114624,-0.0314416773617267,0.4336188435554504,0.6577889919281006,-0.0584623292088508,0.4509868621826172,0.5790681838989258,-0.0827578604221344,0.3297554850578308,0.7045076489448547,-0.0751509293913841,0.4431269764900207,0.7305482029914856,-0.1057254150509834,0.469749391078949,0.7869530916213989,-0.1127437725663185,0.4645766317844391,0.8111849427223206,-0.1205367371439933,0.3045714795589447,0.7671314477920532,-0.0987349450588226,0.4420415759086609,0.7923093438148499,-0.1398083716630935,0.4558211266994476,0.8458277583122253,-0.1329813003540039,0.438995212316513,0.8619405031204224,-0.1316339373588562,0.2978939712047577,0.8400083780288696,-0.1177376434206962,0.4292249977588653,0.8583014011383057,-0.1494509875774383,0.4352771937847137,0.8975392580032349,-0.1241145655512809,0.4114654064178467,0.9058513641357422,-0.1086093857884407,0.3019097447395324,0.9127300977706908,-0.1373260170221328,0.3992315232753753,0.9163249731063844,-0.1567540168762207,0.4067307710647583,0.9322016835212708,-0.1421532183885574,0.3840446472167969,0.9309315085411072,-0.1317367702722549,data/gesture1/14.jpg,1
0.3331715166568756,0.955601692199707,-1.945860805818711e-09,0.3853674530982971,0.8424105048179626,-0.0009926533093675,0.4111962616443634,0.7247437238693237,-0.0230746045708656,0.4222699403762817,0.6388285756111145,-0.0450036413967609,0.4385904371738434,0.5653731822967529,-0.0643161311745643,0.3299044072628021,0.6883326172828674,-0.0614858753979206,0.4401754140853882,0.6982674598693848,-0.0847463682293891,0.4557672142982483,0.7526535987854004,-0.0893613174557685,0.4400453567504883,0.7746096253395081,-0.0964818894863128,0.3079666197299957,0.7466773390769958,-0.0844258815050125,0.4406152963638305,0.7643410563468933,-0.1161060109734535,0.4412283897399902,0.8142498135566711,-0.1083288937807083,0.4150367975234985,0.8287184238433838,-0.1079147309064865,0.30359548330307,0.8157389760017395,-0.1029647961258888,0.4287903904914856,0.8301603198051453,-0.1263836324214935,0.4230988323688507,0.8662313222885132,-0.1030911058187484,0.3911813795566559,0.8726198077201843,-0.0908209457993507,0.308486670255661,0.8856029510498047,-0.122121550142765,0.4051069021224975,0.892395555973053,-0.1369823813438415,0.4007333219051361,0.908919632434845,-0.1240654662251472,0.368882268667221,0.9073381423950196,-0.1158210039138794,data/gesture1/15.jpg,1
